TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
CentrosHistoricosObservatorio;dbo;CasosNuevos;AR_GA3;57;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DAR_GA3;58;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;AMEAER;59;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;AP;60;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;AIFAE;61;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;BOMB;62;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;COMB;63;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;COMMCND;64;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;EMBO;65;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;HOST;66;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OPMIL;67;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OTROAE;68;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OTRA_ABS;69;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ABAN_TIER;70;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;AME_INT;71;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ASE_SELEC;72;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ATAQ_MMED;73;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ATAQ_TERRO;74;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;CAPT;75;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;G_CAPT;76;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;CONFINAM;77;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DANO_BC;78;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DESAP_FOR;79;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DESPLA_FOR;80;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ESCHU;81;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;MAP_MUSE;82;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;EXTOR;83;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;LESIONADO;84;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;LES_COMB;85;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;MA;86;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PILLAJE;87;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;RUNNA;88;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;SECUESTRO;89;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TORTURA;90;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;VBG;91;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;VIOL_SEX;92;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OTRO_HS;93;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_CICO;94;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;N_VIC_CIV;95;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMB;96;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMFAE;97;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_MI;98;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_POL;99;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_FAE;100;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_FAESI;101;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMGAO;102;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMGUE;103;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMPARA;104;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMPD;105;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OGAO;106;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_COMSI;107;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_PERSI;108;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;VENJA;109;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;GRAF_LETRE;110;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;VIN_FAM;111;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;M_EMBARAZ;112;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TIER_ARRAS;113;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DES_CASO;114;NULL;YES;varchar;-1;-1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OBSER_CASO;115;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;CNMH;116;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ENTERR;117;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;FFMMPOL;118;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;MINPUB;119;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PODEJE;120;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PODJUD;121;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;SOCECOM;122;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;RUV;123;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OTRA_FUEINS;124;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PUBLI;125;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ASOVIC;126;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ORGINTER;127;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ONG;128;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ORGREG;129;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ORGSOC;130;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PAMOVPOL;131;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PERCIU;132;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PRENSA;133;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ORGRE;134;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;FSINDICATO;135;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TESTI;136;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OTRA_FUEN;137;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;NOVEDADES;138;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;VAL_INFO;139;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;PERIN;140;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_ARMA;141;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DES_ARMA;142;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;P_LISTAS;143;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ING_VIVIEN;144;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;ENCAP;145;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;P_IDENTI;146;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;T_SEV;147;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DES_SEV;148;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;NVIC_SEV;149;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;P_RESPON;150;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;DES_RESPON;151;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;FREN_RESPON;152;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;OBSER_RESPON;153;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;AC_ARMADA;154;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_CULT;155;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_ENT_BAN;156;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_ENT_PUB;157;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_EST_COM;158;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_COM;159;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_EDU;160;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_MED;161;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_ELE;162;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_EMP;163;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_ENE;164;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_INF_VIA;165;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_MATELEC;166;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_MEDTRAN;167;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_MERC;168;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_PROPRUL;169;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_SED_GOS;170;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;CasosNuevos;TB_SED_PP;171;NULL;YES;nvarchar;255;510;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
